item,ROI,coef,mean,lower,upper,region
12,0,GPE_MVRR,42.62525519139382,6.84458578681547,77.87657663843785,critical
12,0,GPE_NPS,9.465160991002396,-28.677035496740483,47.27254443330072,critical
12,0,GPE_NPZ,103.28218444989854,62.26141387513303,144.41455483429988,critical
12,1,GPE_MVRR,179.55953077938975,137.07667378261007,222.7664781926045,critical+1
12,1,GPE_NPS,29.473557273210965,-11.577393592397295,70.45813076347501,critical+1
12,1,GPE_NPZ,76.49001345502133,29.497614674749585,122.86018471844802,critical+1
12,2,GPE_MVRR,53.29672335569672,17.42607944750593,87.15303820972441,critical+2
12,2,GPE_NPS,-5.429230781924744,-37.68461846275224,26.487540871777085,critical+2
12,2,GPE_NPZ,-6.95321030666759,-42.00418359209314,27.66259240453252,critical+2
13,0,GPE_MVRR,3.8562097127054957,-28.40505880509007,36.099390226169504,critical
13,0,GPE_NPS,0.29473917811548356,-44.98095283475557,45.94085014106539,critical
13,0,GPE_NPZ,43.523405253571035,-4.198565685179119,88.9267437792334,critical
13,1,GPE_MVRR,168.53881967324406,132.0458676302393,204.26726600985506,critical+1
13,1,GPE_NPS,66.8577839781502,17.965746310225843,117.2810314510714,critical+1
13,1,GPE_NPZ,157.28871429163982,104.41195211684882,208.3398287101773,critical+1
13,2,GPE_MVRR,160.2022401608167,130.74265936199927,188.7162096377795,critical+2
13,2,GPE_NPS,51.675059968935045,13.025492083021984,88.99234217645197,critical+2
13,2,GPE_NPZ,151.18147938566332,111.39129713111942,191.73950542056292,critical+2
14,0,GPE_MVRR,32.502417180761796,0.7357734655485241,63.732907761109296,critical
14,0,GPE_NPS,29.638664443274887,-10.918171538793272,69.29002792117691,critical
14,0,GPE_NPZ,85.65047157710175,38.22323336220953,133.19093138720822,critical
14,1,GPE_MVRR,141.81834706612818,104.72282660260007,179.31372082671953,critical+1
14,1,GPE_NPS,43.6405510625036,-1.1264721734160128,87.78413531823333,critical+1
14,1,GPE_NPZ,83.3225439655036,27.716461121178163,139.02046268148695,critical+1
14,2,GPE_MVRR,172.56818831328852,143.4646962917178,202.01140829853296,critical+2
14,2,GPE_NPS,45.35099444148308,10.648410036142348,79.10250981290818,critical+2
14,2,GPE_NPZ,135.1594987422301,92.63772906013325,178.38591323731404,critical+2
15,0,GPE_MVRR,9.563063060522355,-25.367007479932802,43.44065599497411,critical
15,0,GPE_NPS,28.314028068671618,-11.68542321349562,68.58856834675298,critical
15,0,GPE_NPZ,76.95970366800262,33.61009507569413,120.80001658930237,critical
15,1,GPE_MVRR,178.29702141385357,137.2417149205733,218.02110734675034,critical+1
15,1,GPE_NPS,122.84041506134825,77.40572865794458,168.99584794662803,critical+1
15,1,GPE_NPZ,170.80994210467483,122.30929832821272,220.37781447934216,critical+1
15,2,GPE_MVRR,208.67093871062352,176.32594258682778,242.3048698245337,critical+2
15,2,GPE_NPS,106.24328049800701,71.8502856997975,139.98267254259835,critical+2
15,2,GPE_NPZ,95.15474329530777,55.106354633282145,134.68259462782424,critical+2
16,0,GPE_MVRR,47.83823660518769,16.711161787519835,78.61348075407938,critical
16,0,GPE_NPS,47.16137017685061,0.8812125353041403,93.41366944446752,critical
16,0,GPE_NPZ,107.01489612586779,60.5916426626638,152.9157561209911,critical
16,1,GPE_MVRR,256.33976575765934,219.84644853190005,292.8572107125547,critical+1
16,1,GPE_NPS,131.40956187084507,82.07249288846188,181.2978893468994,critical+1
16,1,GPE_NPZ,176.17498182388314,125.04387969289762,227.5382531622225,critical+1
16,2,GPE_MVRR,116.05591224398427,88.08159878313528,144.23774460684032,critical+2
16,2,GPE_NPS,52.1876453603246,15.189610574296392,90.90449029128274,critical+2
16,2,GPE_NPZ,76.08829535344582,38.8601536169989,114.60951955165167,critical+2
17,0,GPE_MVRR,76.63985689149638,41.626302252899464,110.79129115843753,critical
17,0,GPE_NPS,50.526154602006145,6.569163149650758,91.94929474941871,critical
17,0,GPE_NPZ,174.31789840600234,133.10365635093098,216.97632462187354,critical
17,1,GPE_MVRR,244.75096286886134,205.11083184906596,284.81753578809094,critical+1
17,1,GPE_NPS,120.96998183645093,75.76852472618563,166.5212355662457,critical+1
17,1,GPE_NPZ,148.6118054041864,104.42879762655559,193.3567607077019,critical+1
17,2,GPE_MVRR,132.48866503817578,100.70466056300818,163.46926342470826,critical+2
17,2,GPE_NPS,80.18629838824394,44.28744193203003,116.8622778057634,critical+2
17,2,GPE_NPZ,88.38823020346202,53.96567290526875,122.17327782456692,critical+2
18,0,GPE_MVRR,57.92091241446081,26.006338962325355,89.3716491166845,critical
18,0,GPE_NPS,31.659114551934742,-8.490471610970578,71.80213989756682,critical
18,0,GPE_NPZ,114.26006404962577,65.74602886944818,161.6036162925361,critical
18,1,GPE_MVRR,192.89760453816166,156.3091818537638,229.6382372788265,critical+1
18,1,GPE_NPS,30.294929191307702,-13.574469595843093,74.40823289641943,critical+1
18,1,GPE_NPZ,136.13602850002445,76.88213833255817,193.4492463271887,critical+1
18,2,GPE_MVRR,130.5540655821007,101.7102326283281,159.37236844880246,critical+2
18,2,GPE_NPS,10.709437303804343,-24.14322468821012,44.57743629521401,critical+2
18,2,GPE_NPZ,66.85499094217245,24.428002043295592,109.1115522834688,critical+2
19,0,GPE_MVRR,32.74879216750163,-0.6594118535083232,66.25521253588384,critical
19,0,GPE_NPS,47.049062978976046,5.072747435892878,89.13627647305344,critical
19,0,GPE_NPZ,145.7762376910128,98.33477868835311,195.15088389609423,critical
19,1,GPE_MVRR,185.9369568772865,149.88214317367724,222.06853158379238,critical+1
19,1,GPE_NPS,81.820578022713,36.22224364969641,126.73583051921504,critical+1
19,1,GPE_NPZ,251.53447138156864,199.2520439614273,303.0902614054282,critical+1
19,2,GPE_MVRR,113.5015755131903,83.78664688334781,142.45128367162877,critical+2
19,2,GPE_NPS,10.547869013522163,-24.164636755977963,44.637325300645266,critical+2
19,2,GPE_NPZ,50.3137123228769,12.827759617269523,86.73715197202891,critical+2
20,0,GPE_MVRR,82.91857954745859,46.891978983560236,120.29270124784613,critical
20,0,GPE_NPS,78.7326529424928,41.57787647657116,115.74312696742939,critical
20,0,GPE_NPZ,114.5060759653155,69.51047182145886,158.60672949836058,critical
20,1,GPE_MVRR,225.42534754389007,183.2647805004223,267.7792013285602,critical+1
20,1,GPE_NPS,71.4725662471885,31.45216818214658,111.30651465738715,critical+1
20,1,GPE_NPZ,98.64441733678963,50.21892022112452,147.88293931226863,critical+1
20,2,GPE_MVRR,68.59258794719743,34.1142540180797,101.73438303813505,critical+2
20,2,GPE_NPS,0.5499293341748803,-30.08615575348907,31.67565420903534,critical+2
20,2,GPE_NPZ,-10.725021610796249,-48.24604292447561,26.00494610297648,critical+2
21,0,GPE_MVRR,97.48066869041433,60.45340415948943,136.41331922203707,critical
21,0,GPE_NPS,23.297106532201948,-16.39249641869439,62.74477380724578,critical
21,0,GPE_NPZ,147.74053683381737,106.11198433997077,189.47345347432525,critical
21,1,GPE_MVRR,209.08697926589682,166.61550794503458,251.7550640648312,critical+1
21,1,GPE_NPS,28.29931281217777,-13.550870531147659,68.87282605580097,critical+1
21,1,GPE_NPZ,200.91894008901482,156.04425833945908,245.95716228477482,critical+1
21,2,GPE_MVRR,96.9659356729045,63.78502442965636,130.23984993943702,critical+2
21,2,GPE_NPS,17.16424950537831,-15.033140377600441,49.884962914557036,critical+2
21,2,GPE_NPZ,55.46261509862397,20.80945429910877,89.47002902615135,critical+2
22,0,GPE_MVRR,90.49242816952605,54.814721758113876,127.99220906769133,critical
22,0,GPE_NPS,67.76506560759023,27.64347841728159,108.46626630695687,critical
22,0,GPE_NPZ,128.2539983534324,84.1512488084705,170.67039187463237,critical
22,1,GPE_MVRR,249.70690660644195,207.3667248878493,292.18261792221364,critical+1
22,1,GPE_NPS,83.18292893630637,38.6053543417935,127.14195425772044,critical+1
22,1,GPE_NPZ,258.25855576657517,210.68722506844037,305.43992657500553,critical+1
22,2,GPE_MVRR,84.19662433475027,48.4977656795822,118.07597691176868,critical+2
22,2,GPE_NPS,12.87221736941652,-22.270686447345895,48.03343948598529,critical+2
22,2,GPE_NPZ,101.09083949494064,62.15666404515952,140.16063673193904,critical+2
23,0,GPE_MVRR,61.13473273869235,25.420058136875127,97.08682424627067,critical
23,0,GPE_NPS,41.09720463860172,-4.579515812067821,86.28626830609439,critical
23,0,GPE_NPZ,138.51586045188705,99.41516855283231,179.59724073788564,critical
23,1,GPE_MVRR,196.74845184070568,155.45289206365717,239.01224877461215,critical+1
23,1,GPE_NPS,30.500478524792307,-19.252515509841853,79.47335515678205,critical+1
23,1,GPE_NPZ,173.22527833202736,129.03486086050603,217.36216801064415,critical+1
23,2,GPE_MVRR,103.31938077712627,69.85552564554153,135.7092248471835,critical+2
23,2,GPE_NPS,35.63578529711305,-1.643416756462581,73.26054552407864,critical+2
23,2,GPE_NPZ,32.225403973209616,-1.7026001797779078,65.47495821224035,critical+2
24,0,GPE_MVRR,74.58108294119795,39.01228418159962,110.87378911580494,critical
24,0,GPE_NPS,19.0999212912359,-22.38372330561814,59.995503538857776,critical
24,0,GPE_NPZ,125.83579215688195,83.1058480699574,168.24883982714314,critical
24,1,GPE_MVRR,191.97030653262132,149.6218925179985,235.06703917301147,critical+1
24,1,GPE_NPS,5.281022617099103,-39.15018768700239,49.17935384987488,critical+1
24,1,GPE_NPZ,106.06348820863403,58.89498054917787,154.1788726185946,critical+1
24,2,GPE_MVRR,122.95154588252092,89.96369943115191,155.7568998806079,critical+2
24,2,GPE_NPS,4.497760491542816,-30.249859167998412,39.15788169017944,critical+2
24,2,GPE_NPZ,49.27647880806031,13.387225033515291,84.49524081513468,critical+2
